# S = C(bisphosphate, µM)
# V = delta D/min
# V = µmol/min
2437   0.062   0.01994
1462   0.061   0.01961
243.7  0.060   0.01929
121.8  0.059   0.01897
60.93  0.052   0.01672
24.37  0.045   0.01447
18.2   0.041   0.01318
12.18  0.035   0.01125
8.531  0.021   0.00675
6.097  0.011   0.00354
2.437  0.004   0.00129

